us_county,name,state,"Random Number"
19099,"Jasper County, IA",IA,35.53731611
19101,"Jefferson County, IA",IA,22.62030819
19103,"Johnson County, IA",IA,-6.405510432
19105,"Jones County, IA",IA,-16.45013768
19107,"Keokuk County, IA",IA,1.110328844
19109,"Kossuth County, IA",IA,-3.960264954
19111,"Lee County, IA",IA,-1.303766545
19113,"Linn County, IA",IA,-20.683064
19115,"Louisa County, IA",IA,-12.04752157
19117,"Lucas County, IA",IA,13.48968343
19119,"Lyon County, IA",IA,-23.10735112
19121,"Madison County, IA",IA,47.50006636
19123,"Mahaska County, IA",IA,-33.89858392
19125,"Marion County, IA",IA,5.213319248
19127,"Marshall County, IA",IA,-45.57642367
19129,"Mills County, IA",IA,18.32495794
19131,"Mitchell County, IA",IA,-49.48032956
19133,"Monona County, IA",IA,-22.00261796
19135,"Monroe County, IA",IA,19.41764144
19137,"Montgomery County, IA",IA,-25.42299315
19139,"Muscatine County, IA",IA,20.30092459
19141,"O'Brien County, IA",IA,1.162906953
19143,"Osceola County, IA",IA,-49.64358187
19145,"Page County, IA",IA,-1.314437382
19147,"Palo Alto County, IA",IA,49.77419549
19149,"Plymouth County, IA",IA,13.23320335
19151,"Pocahontas County, IA",IA,-38.63943942
19153,"Polk County, IA",IA,-46.3926008
19155,"Pottawattamie County, IA",IA,29.14104274
19157,"Poweshiek County, IA",IA,12.7918678
19159,"Ringgold County, IA",IA,22.70621497
19161,"Sac County, IA",IA,-22.43081356
19163,"Scott County, IA",IA,45.37397641
19165,"Shelby County, IA",IA,-5.036000575
19167,"Sioux County, IA",IA,49.9405978
19169,"Story County, IA",IA,48.57374508
19171,"Tama County, IA",IA,-4.664540638
19173,"Taylor County, IA",IA,-4.481023276
19175,"Union County, IA",IA,19.90118242
19177,"Van Buren County, IA",IA,30.07691628
19179,"Wapello County, IA",IA,-14.35239862
19181,"Warren County, IA",IA,27.92028383
19183,"Washington County, IA",IA,2.68775996
19185,"Wayne County, IA",IA,-13.85958973
19187,"Webster County, IA",IA,33.06609076
19189,"Winnebago County, IA",IA,-44.8638907
19191,"Winneshiek County, IA",IA,10.46797008
19193,"Woodbury County, IA",IA,-5.901367267
19195,"Worth County, IA",IA,-33.38302273
19197,"Wright County, IA",IA,27.08415241
16001,"Ada County, ID",ID,-25.40738891
16003,"Adams County, ID",ID,28.65342504
16005,"Bannock County, ID",ID,27.51778394
16007,"Bear Lake County, ID",ID,-37.06210988
16009,"Benewah County, ID",ID,17.02555313
16011,"Bingham County, ID",ID,7.412103357
16013,"Blaine County, ID",ID,30.9627194
16015,"Boise County, ID",ID,-15.92820854
16017,"Bonner County, ID",ID,-37.8982557
16019,"Bonneville County, ID",ID,24.55178622
16021,"Boundary County, ID",ID,-1.377834081
16023,"Butte County, ID",ID,37.13864552
16025,"Camas County, ID",ID,37.64590265
16027,"Canyon County, ID",ID,36.36787522
16029,"Caribou County, ID",ID,-4.239876065
16031,"Cassia County, ID",ID,49.01604999
16033,"Clark County, ID",ID,30.32430821
16035,"Clearwater County, ID",ID,-3.453289545
16037,"Custer County, ID",ID,44.78267127
16039,"Elmore County, ID",ID,-20.60132081
16041,"Franklin County, ID",ID,13.34802203
16043,"Fremont County, ID",ID,34.81253694
16045,"Gem County, ID",ID,42.87842838
16047,"Gooding County, ID",ID,23.53377676
16049,"Idaho County, ID",ID,47.1232963
16051,"Jefferson County, ID",ID,-24.74031578
16053,"Jerome County, ID",ID,-43.06171793
16055,"Kootenai County, ID",ID,47.81175043
16057,"Latah County, ID",ID,-41.12661306
16059,"Lemhi County, ID",ID,-36.35938867
16061,"Lewis County, ID",ID,-36.33818869
16063,"Lincoln County, ID",ID,-13.61975689
16065,"Madison County, ID",ID,-35.36612532
16067,"Minidoka County, ID",ID,-29.89693921
16069,"Nez Perce County, ID",ID,-7.121159123
16071,"Oneida County, ID",ID,-44.68841181
16073,"Owyhee County, ID",ID,22.66809656
16075,"Payette County, ID",ID,39.64192986
16077,"Power County, ID",ID,-42.47193756
16079,"Shoshone County, ID",ID,46.87511005
16081,"Teton County, ID",ID,-43.54753717
16083,"Twin Falls County, ID",ID,-21.51307655
16085,"Valley County, ID",ID,37.89740292
16087,"Washington County, ID",ID,-7.301135743
17001,"Adams County, IL",IL,-8.255580478
17003,"Alexander County, IL",IL,-26.2342352
17005,"Bond County, IL",IL,-11.05761474
17007,"Boone County, IL",IL,46.60349243
17009,"Brown County, IL",IL,15.19944363
17011,"Bureau County, IL",IL,22.86356034
17013,"Calhoun County, IL",IL,9.745007131
17015,"Carroll County, IL",IL,13.01016451
17017,"Cass County, IL",IL,-33.02940125
17019,"Champaign County, IL",IL,-28.09032634
17021,"Christian County, IL",IL,44.69263016
17023,"Clark County, IL",IL,19.43091204
17025,"Clay County, IL",IL,8.258980081
17027,"Clinton County, IL",IL,38.96607692
17029,"Coles County, IL",IL,33.98777624
17031,"Cook County, IL",IL,-3.930838786
17033,"Crawford County, IL",IL,-37.423864
17035,"Cumberland County, IL",IL,9.289029346
17039,"De Witt County, IL",IL,-27.65456762
17037,"DeKalb County, IL",IL,46.06874496
17041,"Douglas County, IL",IL,-46.53166287
17043,"DuPage County, IL",IL,-19.36946958
17045,"Edgar County, IL",IL,-4.641170594
17047,"Edwards County, IL",IL,25.61092061
17049,"Effingham County, IL",IL,7.577846089
17051,"Fayette County, IL",IL,43.5717653
17053,"Ford County, IL",IL,37.28340258
17055,"Franklin County, IL",IL,-2.502114619
17057,"Fulton County, IL",IL,7.141021823
17059,"Gallatin County, IL",IL,-5.665204356
17061,"Greene County, IL",IL,27.07711169
17063,"Grundy County, IL",IL,38.38391413
17065,"Hamilton County, IL",IL,26.93404344
17067,"Hancock County, IL",IL,-20.59871689
17069,"Hardin County, IL",IL,-24.83598149
17071,"Henderson County, IL",IL,25.90145835
17073,"Henry County, IL",IL,32.19400794
17075,"Iroquois County, IL",IL,-45.56597339
17077,"Jackson County, IL",IL,-26.44346511
17079,"Jasper County, IL",IL,34.06081072
17081,"Jefferson County, IL",IL,-2.565599602
17083,"Jersey County, IL",IL,43.87817186
17085,"Jo Daviess County, IL",IL,-20.21895253
17087,"Johnson County, IL",IL,45.47347553
17089,"Kane County, IL",IL,49.18551847
17091,"Kankakee County, IL",IL,21.45947116
17093,"Kendall County, IL",IL,-12.1159628
17095,"Knox County, IL",IL,-43.74209949
17099,"LaSalle County, IL",IL,24.66470972
17097,"Lake County, IL",IL,-45.0325712
17101,"Lawrence County, IL",IL,4.421117465
17103,"Lee County, IL",IL,-3.540784255
17105,"Livingston County, IL",IL,1.425706845
17107,"Logan County, IL",IL,-25.28948067
17115,"Macon County, IL",IL,-10.60052292
17117,"Macoupin County, IL",IL,30.60657341
17119,"Madison County, IL",IL,-19.91879094
17121,"Marion County, IL",IL,-26.87019817
17123,"Marshall County, IL",IL,-7.031110106
17125,"Mason County, IL",IL,-21.8529312
17127,"Massac County, IL",IL,-39.64348205
17109,"McDonough County, IL",IL,-32.4655996
17111,"McHenry County, IL",IL,8.114611361
17113,"McLean County, IL",IL,-31.54496317
17129,"Menard County, IL",IL,11.23056612
17131,"Mercer County, IL",IL,-39.2721272
17133,"Monroe County, IL",IL,-21.43366018
17135,"Montgomery County, IL",IL,3.894570522
17137,"Morgan County, IL",IL,-47.05747786
17139,"Moultrie County, IL",IL,-1.603196673
17141,"Ogle County, IL",IL,-39.49127603
17143,"Peoria County, IL",IL,-4.762668542
17145,"Perry County, IL",IL,16.00794405
17147,"Piatt County, IL",IL,26.68096077
17149,"Pike County, IL",IL,4.152185759
17151,"Pope County, IL",IL,-2.499404169
17153,"Pulaski County, IL",IL,-49.80578406
17155,"Putnam County, IL",IL,-46.52752684
17157,"Randolph County, IL",IL,35.83143377
17159,"Richland County, IL",IL,0.173818105
17161,"Rock Island County, IL",IL,0.179384803
17165,"Saline County, IL",IL,18.48088364
17167,"Sangamon County, IL",IL,45.89276542
17169,"Schuyler County, IL",IL,-44.88320789
17171,"Scott County, IL",IL,1.762236477
17173,"Shelby County, IL",IL,0.127199949
17163,"Saint Clair County, IL",IL,-27.13251307
17175,"Stark County, IL",IL,17.64680767
17177,"Stephenson County, IL",IL,-25.30370577
17179,"Tazewell County, IL",IL,20.10481261
17181,"Union County, IL",IL,42.39153137
17183,"Vermilion County, IL",IL,-22.87668452
17185,"Wabash County, IL",IL,-48.92343019
17187,"Warren County, IL",IL,12.63225961
17189,"Washington County, IL",IL,-36.43427657
17191,"Wayne County, IL",IL,44.20525007
17193,"White County, IL",IL,2.244281339
17195,"Whiteside County, IL",IL,-4.828345751
17197,"Will County, IL",IL,45.50634798
17199,"Williamson County, IL",IL,45.86736596
17201,"Winnebago County, IL",IL,-29.2112075
17203,"Woodford County, IL",IL,7.06733984
18001,"Adams County, IN",IN,-15.45008481
18003,"Allen County, IN",IN,-24.24961762
18005,"Bartholomew County, IN",IN,-21.39215093
18007,"Benton County, IN",IN,23.24191764
18009,"Blackford County, IN",IN,-36.55186792
18011,"Boone County, IN",IN,2.948149797
18013,"Brown County, IN",IN,21.33489577
18015,"Carroll County, IN",IN,-43.96169453
18017,"Cass County, IN",IN,10.62739265
18019,"Clark County, IN",IN,-7.276435023
18021,"Clay County, IN",IN,-7.413951242
18023,"Clinton County, IN",IN,0.617514935
18025,"Crawford County, IN",IN,-42.36657944
18027,"Daviess County, IN",IN,-38.97436336
18033,"DeKalb County, IN",IN,-18.91115632
18029,"Dearborn County, IN",IN,32.97601706
18031,"Decatur County, IN",IN,14.03336358
18035,"Delaware County, IN",IN,15.28327379
18037,"Dubois County, IN",IN,-5.550032116
18039,"Elkhart County, IN",IN,-15.20659693
18041,"Fayette County, IN",IN,13.71456576
18043,"Floyd County, IN",IN,41.19042558
18045,"Fountain County, IN",IN,24.71039486
18047,"Franklin County, IN",IN,-29.45319062
18049,"Fulton County, IN",IN,12.21525488
18051,"Gibson County, IN",IN,28.55559805
18053,"Grant County, IN",IN,-47.02983132
18055,"Greene County, IN",IN,19.45027159
18057,"Hamilton County, IN",IN,16.82128664
18059,"Hancock County, IN",IN,-35.06817509
18061,"Harrison County, IN",IN,37.21109097
18063,"Hendricks County, IN",IN,-17.75717078
18065,"Henry County, IN",IN,-24.95051491
18067,"Howard County, IN",IN,-6.948777966
18069,"Huntington County, IN",IN,-25.60482611
18071,"Jackson County, IN",IN,47.3654322
18073,"Jasper County, IN",IN,23.31052763
18075,"Jay County, IN",IN,-24.61344805
18077,"Jefferson County, IN",IN,6.871605967
18079,"Jennings County, IN",IN,-38.88101596
18081,"Johnson County, IN",IN,41.19446997
18083,"Knox County, IN",IN,3.650543384
18085,"Kosciusko County, IN",IN,-20.75089804
18087,"LaGrange County, IN",IN,-31.34087307
18091,"LaPorte County, IN",IN,-25.82744679
18089,"Lake County, IN",IN,-48.16773358
18093,"Lawrence County, IN",IN,-26.46733572
18095,"Madison County, IN",IN,45.48396649
18097,"Marion County, IN",IN,-41.73675684
18099,"Marshall County, IN",IN,9.368199061
18101,"Martin County, IN",IN,48.66155058
18103,"Miami County, IN",IN,9.836160542
18105,"Monroe County, IN",IN,-3.925623257
18107,"Montgomery County, IN",IN,-9.285336214
18109,"Morgan County, IN",IN,-19.56154638
18111,"Newton County, IN",IN,-18.31778702
18113,"Noble County, IN",IN,20.59150284
18115,"Ohio County, IN",IN,-21.99308561
18117,"Orange County, IN",IN,39.60839355
18119,"Owen County, IN",IN,-47.2443394
18121,"Parke County, IN",IN,-18.35821676
18123,"Perry County, IN",IN,43.57801395
18125,"Pike County, IN",IN,28.03822885
18127,"Porter County, IN",IN,-43.98158549
18129,"Posey County, IN",IN,-45.83207868
18131,"Pulaski County, IN",IN,-36.98440673
18133,"Putnam County, IN",IN,-21.23755813
18135,"Randolph County, IN",IN,6.848753693
18137,"Ripley County, IN",IN,-0.683481543
18139,"Rush County, IN",IN,-20.44527238
18143,"Scott County, IN",IN,18.09138622
18145,"Shelby County, IN",IN,48.17988169
18147,"Spencer County, IN",IN,27.74031399
18141,"Saint Joseph County, IN",IN,-40.40495989
18149,"Starke County, IN",IN,-46.62646
18151,"Steuben County, IN",IN,-3.641495621
18153,"Sullivan County, IN",IN,-30.24342405
18155,"Switzerland County, IN",IN,16.33812767
18157,"Tippecanoe County, IN",IN,-41.8430669
18159,"Tipton County, IN",IN,-49.55789083
18161,"Union County, IN",IN,-21.90671371
18163,"Vanderburgh County, IN",IN,-7.440349149
18165,"Vermillion County, IN",IN,40.34550162
18167,"Vigo County, IN",IN,-5.558418038
18169,"Wabash County, IN",IN,-13.37765967
18171,"Warren County, IN",IN,-38.93355197
18173,"Warrick County, IN",IN,23.92430573
18175,"Washington County, IN",IN,5.841854928
18177,"Wayne County, IN",IN,1.936167891
18179,"Wells County, IN",IN,-31.23252089
18181,"White County, IN",IN,11.58916893
18183,"Whitley County, IN",IN,8.367544313
20001,"Allen County, KS",KS,-20.23685097
20003,"Anderson County, KS",KS,-46.93844507
20005,"Atchison County, KS",KS,5.171391597
20007,"Barber County, KS",KS,-0.776717344
20009,"Barton County, KS",KS,16.04398598
20011,"Bourbon County, KS",KS,-34.57244799
20013,"Brown County, KS",KS,-45.00724658
20015,"Butler County, KS",KS,-12.074669
20017,"Chase County, KS",KS,22.40196691
20019,"Chautauqua County, KS",KS,-23.15712766
20021,"Cherokee County, KS",KS,-45.30279708
20023,"Cheyenne County, KS",KS,35.1667515
20025,"Clark County, KS",KS,-5.313952623
20027,"Clay County, KS",KS,21.24723581
20029,"Cloud County, KS",KS,30.15277174
20031,"Coffey County, KS",KS,-43.67866396
20033,"Comanche County, KS",KS,-34.07435867
20035,"Cowley County, KS",KS,22.86179689
20037,"Crawford County, KS",KS,49.07663346
20039,"Decatur County, KS",KS,44.23378809
20041,"Dickinson County, KS",KS,-13.6307874
20043,"Doniphan County, KS",KS,-15.56885777
20045,"Douglas County, KS",KS,-34.81382738
20047,"Edwards County, KS",KS,25.75840941
20049,"Elk County, KS",KS,20.15612769
20051,"Ellis County, KS",KS,1.821794806
20053,"Ellsworth County, KS",KS,-24.3214474
20055,"Finney County, KS",KS,21.67722006
20057,"Ford County, KS",KS,6.654334167
20059,"Franklin County, KS",KS,-13.84601252
20061,"Geary County, KS",KS,21.15324109
20063,"Gove County, KS",KS,12.7082016
20065,"Graham County, KS",KS,-4.002739146
20067,"Grant County, KS",KS,-32.54006847
20069,"Gray County, KS",KS,-29.45091855
20071,"Greeley County, KS",KS,4.497595512
20073,"Greenwood County, KS",KS,-44.34661328
20075,"Hamilton County, KS",KS,-10.43138387
20077,"Harper County, KS",KS,-14.85274662
20079,"Harvey County, KS",KS,2.81706813
20081,"Haskell County, KS",KS,-21.77109286
20083,"Hodgeman County, KS",KS,-20.4994644
20085,"Jackson County, KS",KS,-4.733014709
20087,"Jefferson County, KS",KS,-24.43006158
20089,"Jewell County, KS",KS,2.089748732
20091,"Johnson County, KS",KS,-24.82933963
20093,"Kearny County, KS",KS,36.55834834
20095,"Kingman County, KS",KS,20.07106588
20097,"Kiowa County, KS",KS,-4.398545191
20099,"Labette County, KS",KS,29.63645713
20101,"Lane County, KS",KS,37.18728759
20103,"Leavenworth County, KS",KS,21.57265143
20105,"Lincoln County, KS",KS,27.74956979
20107,"Linn County, KS",KS,-29.91622434
20109,"Logan County, KS",KS,-45.24546265
20111,"Lyon County, KS",KS,42.39684652
20115,"Marion County, KS",KS,-19.28188356
20117,"Marshall County, KS",KS,-32.29036086
20113,"McPherson County, KS",KS,20.10705858
20119,"Meade County, KS",KS,5.847328345
20121,"Miami County, KS",KS,2.794468703
20123,"Mitchell County, KS",KS,-11.0349996
20125,"Montgomery County, KS",KS,-49.38949858
20127,"Morris County, KS",KS,-48.58579148
20129,"Morton County, KS",KS,12.74842469
20131,"Nemaha County, KS",KS,32.01205323
20133,"Neosho County, KS",KS,-29.21408033
20135,"Ness County, KS",KS,-36.4099893
20137,"Norton County, KS",KS,20.54391771
20139,"Osage County, KS",KS,-14.31032927
20141,"Osborne County, KS",KS,-15.47252943
20143,"Ottawa County, KS",KS,46.57367451
20145,"Pawnee County, KS",KS,38.63271958
20147,"Phillips County, KS",KS,45.28277532
20149,"Pottawatomie County, KS",KS,28.53210138
20151,"Pratt County, KS",KS,-16.79861647
20153,"Rawlins County, KS",KS,45.63332008
20155,"Reno County, KS",KS,31.24791291
20157,"Republic County, KS",KS,49.17336643
20159,"Rice County, KS",KS,-45.67102263
20161,"Riley County, KS",KS,-49.68561761
20163,"Rooks County, KS",KS,-23.18364653
20165,"Rush County, KS",KS,1.655529815
20167,"Russell County, KS",KS,7.163582759
20169,"Saline County, KS",KS,-30.42185057
20171,"Scott County, KS",KS,-5.087998257
20173,"Sedgwick County, KS",KS,-13.81735408
20175,"Seward County, KS",KS,31.07908446
20177,"Shawnee County, KS",KS,37.8850004
20179,"Sheridan County, KS",KS,15.25013641
20181,"Sherman County, KS",KS,22.56646136
20183,"Smith County, KS",KS,-12.88882983
20185,"Stafford County, KS",KS,-45.3977115
20187,"Stanton County, KS",KS,-15.06159164
20189,"Stevens County, KS",KS,24.58506831
20191,"Sumner County, KS",KS,25.20591137
20193,"Thomas County, KS",KS,-0.331207413
20195,"Trego County, KS",KS,37.52491873
20197,"Wabaunsee County, KS",KS,-43.33848831
20199,"Wallace County, KS",KS,-48.87302648
20201,"Washington County, KS",KS,-39.81116498
20203,"Wichita County, KS",KS,-40.93943102
20205,"Wilson County, KS",KS,-9.69646049
20207,"Woodson County, KS",KS,-46.62972218
20209,"Wyandotte County, KS",KS,-33.27127026
21001,"Adair County, KY",KY,8.345199359
21003,"Allen County, KY",KY,-34.16722492
21005,"Anderson County, KY",KY,22.93195183
21007,"Ballard County, KY",KY,29.43117541
21009,"Barren County, KY",KY,-47.89798324
21011,"Bath County, KY",KY,44.53291605
21013,"Bell County, KY",KY,30.61391931
21015,"Boone County, KY",KY,4.060126927
21017,"Bourbon County, KY",KY,14.73315648
21019,"Boyd County, KY",KY,41.96114958
21021,"Boyle County, KY",KY,13.69856652
21023,"Bracken County, KY",KY,7.484172594
21025,"Breathitt County, KY",KY,0.36069102
21027,"Breckinridge County, KY",KY,36.98289744
21029,"Bullitt County, KY",KY,34.48785321
21031,"Butler County, KY",KY,33.88160642
21033,"Caldwell County, KY",KY,-29.49628836
21035,"Calloway County, KY",KY,-8.671862344
21037,"Campbell County, KY",KY,-21.91446098
21039,"Carlisle County, KY",KY,-11.87938342
21041,"Carroll County, KY",KY,13.94987997
21043,"Carter County, KY",KY,48.24084326
21045,"Casey County, KY",KY,-31.49805357
21047,"Christian County, KY",KY,10.94277283
21049,"Clark County, KY",KY,34.93062999
21051,"Clay County, KY",KY,3.757997226
21053,"Clinton County, KY",KY,30.53495405
21055,"Crittenden County, KY",KY,-25.92199008
21057,"Cumberland County, KY",KY,-44.98652843
21059,"Daviess County, KY",KY,-23.54401619
21061,"Edmonson County, KY",KY,-8.968249474
21063,"Elliott County, KY",KY,-46.9051102
21065,"Estill County, KY",KY,21.09727356
21067,"Fayette County, KY",KY,6.769819174
21069,"Fleming County, KY",KY,39.68173413
21071,"Floyd County, KY",KY,-41.22056313
21073,"Franklin County, KY",KY,49.68075081
21075,"Fulton County, KY",KY,11.86844785
21077,"Gallatin County, KY",KY,24.95168459
21079,"Garrard County, KY",KY,6.596571784
21081,"Grant County, KY",KY,16.66289811
21083,"Graves County, KY",KY,9.82783674
21085,"Grayson County, KY",KY,-8.796696506
21087,"Green County, KY",KY,27.00364767
21089,"Greenup County, KY",KY,33.39752778
21091,"Hancock County, KY",KY,-32.14736617
21093,"Hardin County, KY",KY,2.182442504
21095,"Harlan County, KY",KY,-36.45732223
21097,"Harrison County, KY",KY,-46.58631779
21099,"Hart County, KY",KY,43.63799943
21101,"Henderson County, KY",KY,-31.35255112
21103,"Henry County, KY",KY,14.76089334
21105,"Hickman County, KY",KY,9.218125682
21107,"Hopkins County, KY",KY,10.96516558
21109,"Jackson County, KY",KY,-37.98492972
21111,"Jefferson County, KY",KY,-21.1135831
21113,"Jessamine County, KY",KY,-42.2449729
21115,"Johnson County, KY",KY,15.01324349
21117,"Kenton County, KY",KY,23.18650805
21119,"Knott County, KY",KY,40.61263924
21121,"Knox County, KY",KY,-43.47127362
21123,"Larue County, KY",KY,18.97768442
21125,"Laurel County, KY",KY,-41.59120197
21127,"Lawrence County, KY",KY,-38.94456852
21129,"Lee County, KY",KY,-0.542659116
21131,"Leslie County, KY",KY,-39.56265796
21133,"Letcher County, KY",KY,-10.39600143
21135,"Lewis County, KY",KY,-20.71123667
21137,"Lincoln County, KY",KY,34.50558344
21139,"Livingston County, KY",KY,-21.48757845
21141,"Logan County, KY",KY,13.70404065
21143,"Lyon County, KY",KY,29.01628508
21151,"Madison County, KY",KY,32.75081503
21153,"Magoffin County, KY",KY,34.14152154
21155,"Marion County, KY",KY,28.68939027
21157,"Marshall County, KY",KY,-38.84113779
21159,"Martin County, KY",KY,-20.68007666
21161,"Mason County, KY",KY,-8.061302357
21145,"McCracken County, KY",KY,17.20459129
21147,"McCreary County, KY",KY,-13.99125307
21149,"McLean County, KY",KY,30.12482179
21163,"Meade County, KY",KY,24.21064136
21165,"Menifee County, KY",KY,9.491527331
21167,"Mercer County, KY",KY,-43.0921596
21169,"Metcalfe County, KY",KY,-11.28039858
21171,"Monroe County, KY",KY,23.60136644
21173,"Montgomery County, KY",KY,-1.020099356
21175,"Morgan County, KY",KY,22.51801812
21177,"Muhlenberg County, KY",KY,36.35742454
21179,"Nelson County, KY",KY,21.13554411
21181,"Nicholas County, KY",KY,-41.96621223
21183,"Ohio County, KY",KY,31.7857748
21185,"Oldham County, KY",KY,-6.72275921
21187,"Owen County, KY",KY,34.17700427
21189,"Owsley County, KY",KY,-4.659867484
21191,"Pendleton County, KY",KY,19.28253886
21193,"Perry County, KY",KY,38.3386257
21195,"Pike County, KY",KY,24.70147898
21197,"Powell County, KY",KY,-15.90567563
21199,"Pulaski County, KY",KY,24.0851591
21201,"Robertson County, KY",KY,-21.54832105
21203,"Rockcastle County, KY",KY,-14.58786878
21205,"Rowan County, KY",KY,-3.038124142
21207,"Russell County, KY",KY,16.60135313
21209,"Scott County, KY",KY,3.753183461
21211,"Shelby County, KY",KY,-18.09181451
21213,"Simpson County, KY",KY,44.64442689
21215,"Spencer County, KY",KY,-16.3524597
21217,"Taylor County, KY",KY,-11.42455996
21219,"Todd County, KY",KY,9.569959839
21221,"Trigg County, KY",KY,-27.08705565
21223,"Trimble County, KY",KY,44.11281332
21225,"Union County, KY",KY,4.952366211
21227,"Warren County, KY",KY,49.46934757
21229,"Washington County, KY",KY,4.439918118
21231,"Wayne County, KY",KY,23.12757378
21233,"Webster County, KY",KY,-25.42191986
21235,"Whitley County, KY",KY,27.53790539
21237,"Wolfe County, KY",KY,-10.08877229
21239,"Woodford County, KY",KY,30.01075513
22001,"Acadia Parish, LA",LA,-30.39012287
22003,"Allen Parish, LA",LA,-25.83557998
22005,"Ascension Parish, LA",LA,-28.68787306
22007,"Assumption Parish, LA",LA,-6.065688557
22009,"Avoyelles Parish, LA",LA,21.53702135
22011,"Beauregard Parish, LA",LA,-45.08334764
22013,"Bienville Parish, LA",LA,-13.36339383
22015,"Bossier Parish, LA",LA,-3.93391411
22017,"Caddo Parish, LA",LA,-27.25182619
22019,"Calcasieu Parish, LA",LA,4.575308019
22021,"Caldwell Parish, LA",LA,30.50078132
22023,"Cameron Parish, LA",LA,-12.40321681
22025,"Catahoula Parish, LA",LA,-1.46765421
22027,"Claiborne Parish, LA",LA,-0.909441662
22029,"Concordia Parish, LA",LA,14.26555665
22031,"De Soto Parish, LA",LA,-9.186020666
22033,"East Baton Rouge Parish, LA",LA,-48.44610325
22035,"East Carroll Parish, LA",LA,-37.29904488
22037,"East Feliciana Parish, LA",LA,-47.20529182
22039,"Evangeline Parish, LA",LA,-30.61452876
22041,"Franklin Parish, LA",LA,46.07068947
22043,"Grant Parish, LA",LA,-38.93566167
22045,"Iberia Parish, LA",LA,26.05514744
22047,"Iberville Parish, LA",LA,1.880936362
22049,"Jackson Parish, LA",LA,-45.92472899
22051,"Jefferson Parish, LA",LA,-48.36568192
22053,"Jefferson Davis Parish, LA",LA,0.673490724
22059,"La Salle Parish, LA",LA,-1.226997211
22055,"Lafayette Parish, LA",LA,-43.4221052
22057,"Lafourche Parish, LA",LA,-45.78565912
22061,"Lincoln Parish, LA",LA,-7.53615016
22063,"Livingston Parish, LA",LA,-15.57030865
22065,"Madison Parish, LA",LA,38.39846102
22067,"Morehouse Parish, LA",LA,11.47959647
22069,"Natchitoches Parish, LA",LA,-29.4153651
22071,"Orleans Parish, LA",LA,-26.44092596
22073,"Ouachita Parish, LA",LA,42.78679197
22075,"Plaquemines Parish, LA",LA,-3.643390169
22077,"Pointe Coupee Parish, LA",LA,12.33905425
22079,"Rapides Parish, LA",LA,-9.842530518
22081,"Red River Parish, LA",LA,45.76681822
22083,"Richland Parish, LA",LA,37.6333664
22085,"Sabine Parish, LA",LA,38.27411515
22087,"Saint Bernard Parish, LA",LA,28.99617249
22089,"Saint Charles Parish, LA",LA,-2.46457087
22091,"Saint Helena Parish, LA",LA,-23.55223034
22093,"Saint James Parish, LA",LA,-5.923642174
22095,"Saint John the Baptist Parish, LA",LA,22.17882292
22097,"Saint Landry Parish, LA",LA,-3.428296869
22099,"Saint Martin Parish, LA",LA,39.53879149
22101,"Saint Mary Parish, LA",LA,-41.86923332
22103,"Saint Tammany Parish, LA",LA,20.08589776
22105,"Tangipahoa Parish, LA",LA,-49.65289804
22107,"Tensas Parish, LA",LA,-17.94889837
22109,"Terrebonne Parish, LA",LA,48.35656326
22111,"Union Parish, LA",LA,-49.4660016
22113,"Vermilion Parish, LA",LA,-7.759740521
22115,"Vernon Parish, LA",LA,35.85863945
22117,"Washington Parish, LA",LA,-9.767862154
22119,"Webster Parish, LA",LA,-3.561083997
22121,"West Baton Rouge Parish, LA",LA,7.565168513
22123,"West Carroll Parish, LA",LA,-10.17955029
22125,"West Feliciana Parish, LA",LA,-7.023949078
22127,"Winn Parish, LA",LA,11.96620462
25001,"Barnstable County, MA",MA,-27.27604321
25003,"Berkshire County, MA",MA,-7.442538612
25005,"Bristol County, MA",MA,-3.116222288
25007,"Dukes County, MA",MA,30.73109389
25009,"Essex County, MA",MA,13.62475024
25011,"Franklin County, MA",MA,26.22660978
25013,"Hampden County, MA",MA,-22.36853419
25015,"Hampshire County, MA",MA,-35.00030214
25017,"Middlesex County, MA",MA,-20.20041038
25019,"Nantucket County, MA",MA,21.45965659
25021,"Norfolk County, MA",MA,-46.37612839
25023,"Plymouth County, MA",MA,48.35246649
25025,"Suffolk County, MA",MA,-49.98280044
25027,"Worcester County, MA",MA,49.10423432
24001,"Allegany County, MD",MD,-18.18494729
24003,"Anne Arundel County, MD",MD,17.24172252
24005,"Baltimore County, MD",MD,-18.30015886
24510,"City of Baltimore, MD",MD,44.89411682
24009,"Calvert County, MD",MD,17.02373056
24011,"Caroline County, MD",MD,16.9175714
24013,"Carroll County, MD",MD,-42.97042672
24015,"Cecil County, MD",MD,-49.2757235
24017,"Charles County, MD",MD,-28.76352919
24019,"Dorchester County, MD",MD,-32.11842655
24021,"Frederick County, MD",MD,-38.31451932
24023,"Garrett County, MD",MD,-35.40965043
24025,"Harford County, MD",MD,-22.04646306
24027,"Howard County, MD",MD,-35.74764542
24029,"Kent County, MD",MD,-39.27621272
24031,"Montgomery County, MD",MD,31.37246425
24033,"Prince George's County, MD",MD,13.23339207
24035,"Queen Anne's County, MD",MD,41.11585867
24039,"Somerset County, MD",MD,21.08908974
24037,"Saint Mary's County, MD",MD,14.81955009
24041,"Talbot County, MD",MD,12.47581871
24043,"Washington County, MD",MD,44.10017502
24045,"Wicomico County, MD",MD,-29.22680326
